City,State,Shape,Sight_Date,Sight_Time,Sight_Weekday,Sight_Day,Sight_Month
Waukesha,WI,Disk,2011-10-09,18:15,Sunday,09,10
Prineville,OR,Cigar,2011-10-09,18:00,Sunday,09,10
Columbia/Mansfield,CT,Formation,2011-10-09,17:20,Sunday,09,10
Forest Park,GA,Oval,2011-10-09,08:00,Sunday,09,10
Clifton Heights,PA,Fireball,2011-10-09,03:00,Sunday,09,10
Romney,WV,Other,2011-10-09,01:30,Sunday,09,10
Davenport,WA,Light,2011-10-09,01:00,Sunday,09,10
Sherman Oaks,CA,Chevron,2011-10-09,01:00,Sunday,09,10
Redondo Beach,CA,Circle,2011-10-08,23:58,Saturday,08,10
Lewis Center,OH,Triangle,2011-10-08,23:30,Saturday,08,10
Central,VA,Triangle,2011-10-08,23:00,Saturday,08,10
Munith,MI,Light,2011-10-08,22:30,Saturday,08,10
Wisconsin Dells,WI,Sphere,2011-10-08,22:00,Saturday,08,10
Warrenton,VA,Formation,2011-10-08,22:00,Saturday,08,10
Warrenton,VA,Chevron,2011-10-08,22:00,Saturday,08,10
Snowmass VIllage,CO,Circle,2011-10-08,22:00,Saturday,08,10
Hilliard,OH,Sphere,2011-10-08,21:35,Saturday,08,10
Whitpain Township,PA,Formation,2011-10-08,21:00,Saturday,08,10
Gaithersburg,MD,Sphere,2011-10-08,21:00,Saturday,08,10
Indianapolis,IN,Triangle,2011-10-08,20:15,Saturday,08,10
Onaway,MI,Light,2011-10-08,20:12,Saturday,08,10
Midway,PA,Sphere,2011-10-08,20:00,Saturday,08,10
Pasco,WA,Light,2011-10-08,19:55,Saturday,08,10
Binghamton,NY,Light,2011-10-08,19:53,Saturday,08,10
Kennewick,WA,Disk,2011-10-08,19:07,Saturday,08,10
Kennewick,WA,Changing,2011-10-08,19:00,Saturday,08,10
Kennewick,WA,Disk,2011-10-08,19:00,Saturday,08,10
Mount Pleasant,SC,Light,2011-10-08,06:30,Saturday,08,10
Knoxville,TN,Other,2011-10-08,03:30,Saturday,08,10
St. Louis,MO,Diamond,2011-10-08,01:09,Saturday,08,10
Mukilteo,WA,Flash,2011-10-08,01:00,Saturday,08,10
Fenton,MI,Cigar,2011-10-07,23:43,Friday,07,10
Cleveland,OH,Fireball,2011-10-07,23:36,Friday,07,10
Murray,KY,Other,2011-10-07,22:13,Friday,07,10
Burton,MI,Light,2011-10-07,22:00,Friday,07,10
Lake Geneva,WI,Sphere,2011-10-07,21:35,Friday,07,10
Topsail Beach,NC,Circle,2011-10-07,21:00,Friday,07,10
Louisville,KY,Circle,2011-10-07,21:00,Friday,07,10
West Hartford,CT,Chevron,2011-10-07,20:45,Friday,07,10
Belvidere,IL,Chevron,2011-10-07,20:30,Friday,07,10
Staten Island,NY,Oval,2011-10-07,18:00,Friday,07,10
New Braunfels,TX,Circle,2011-10-07,13:30,Friday,07,10
Wilmington,DE,Flash,2011-10-07,13:00,Friday,07,10
Jacksonville,FL,Fireball,2011-10-07,11:22,Friday,07,10
High Bridge,NJ,Light,2011-10-07,06:15,Friday,07,10
St. Petersburg,FL,Circle,2011-10-06,23:30,Thursday,06,10
San Diego,CA,Light,2011-10-06,22:05,Thursday,06,10
Davie,FL,Light,2011-10-06,22:00,Thursday,06,10
Ghent,NY,Light,2011-10-06,22:00,Thursday,06,10
Flowery Branch,GA,Oval,2011-10-06,20:55,Thursday,06,10
Flowery Branch,GA,Circle,2011-10-06,20:55,Thursday,06,10
LaGrange,GA,Fireball,2011-10-06,20:41,Thursday,06,10
Hampton,GA,Oval,2011-10-06,20:39,Thursday,06,10
Macon,GA,Fireball,2011-10-06,20:35,Thursday,06,10
Tampa,FL,Sphere,2011-10-06,20:35,Thursday,06,10
Tampa,FL,Sphere,2011-10-06,20:03,Thursday,06,10
Frederick,MD,Sphere,2011-10-06,17:45,Thursday,06,10
Buffalo,MO,Other,2011-10-06,17:13,Thursday,06,10
San Antonio,TX,Light,2011-10-06,04:49,Thursday,06,10
Newburgh,IN,Light,2011-10-06,02:12,Thursday,06,10
Cincinnati,OH,Light,2011-10-06,01:45,Thursday,06,10
Stillwater,OK,Disk,2011-10-06,01:00,Thursday,06,10
Grants Pass (just outside Merlin),OR,Circle,2011-10-06,01:00,Thursday,06,10
Moncks Corner,SC,Fireball,2011-10-06,00:08,Thursday,06,10
Fresno,CA,Formation,2011-10-05,22:30,Wednesday,05,10
Auburn,NY,Triangle,2011-10-05,22:00,Wednesday,05,10
Ganado,AZ,Other,2011-10-05,21:00,Wednesday,05,10
Lake Elsinore,CA,Circle,2011-10-05,20:45,Wednesday,05,10
Independence,MO,Circle,2011-10-05,20:40,Wednesday,05,10
Norwalk,CT,Changing,2011-10-05,20:00,Wednesday,05,10
Kalaeloa,HI,Diamond,2011-10-05,20:00,Wednesday,05,10
Alexandria,VA,Other,2011-10-05,19:40,Wednesday,05,10
Garden City,MI,Fireball,2011-10-05,19:30,Wednesday,05,10
Miami,FL,Sphere,2011-10-05,19:00,Wednesday,05,10
DeMotte-Roselawn,IN,Formation,2011-10-05,19:00,Wednesday,05,10
Globe,AZ,Light,2011-10-05,19:00,Wednesday,05,10
Enid,OK,Circle,2011-10-05,06:00,Wednesday,05,10
Lyman,ME,Formation,2011-10-05,05:10,Wednesday,05,10
Idaho Falls,ID,Disk,2011-10-05,04:00,Wednesday,05,10
Cypress,CA,Triangle,2011-10-05,00:00,Wednesday,05,10
Philadelphia,PA,Circle,2011-10-04,23:00,Tuesday,04,10
Monroe City,MO,Flash,2011-10-04,22:00,Tuesday,04,10
West Bloomfield,MI,Other,2011-10-04,20:05,Tuesday,04,10
Independence,MO,Triangle,2011-10-04,20:00,Tuesday,04,10
Van Wert,OH,Fireball,2011-10-04,19:30,Tuesday,04,10
Lee's Summit,MO,Triangle,2011-10-04,08:00,Tuesday,04,10
Fredericksburg,VA,Fireball,2011-10-04,04:00,Tuesday,04,10
Fredericksburg,VA,Triangle,2011-10-03,22:30,Monday,03,10
Sault Ste. Marie,MI,Changing,2011-10-03,22:30,Monday,03,10
Livonia,MI,Rectangle,2011-10-03,21:42,Monday,03,10
Crosby,TX,Circle,2011-10-03,19:00,Monday,03,10
Alice,TX,Triangle,2011-10-03,19:00,Monday,03,10
Plains,GA,Light,2011-10-03,09:00,Monday,03,10
Fresno,CA,Circle,2011-10-03,04:35,Monday,03,10
Fullerton,CA,Flash,2011-10-03,04:00,Monday,03,10
Miles City,MT,Formation,2011-10-03,02:35,Monday,03,10
New York Mills,MN,Light,2011-10-02,21:00,Sunday,02,10
Simi Valley,CA,Other,2011-10-02,21:00,Sunday,02,10
Battle Creek,MI,Circle,2011-10-02,18:00,Sunday,02,10
Lake Springs,MO,Oval,2011-10-02,17:44,Sunday,02,10
Lake Springs,MO,Oval,2011-10-02,17:30,Sunday,02,10
San Angelo,TX,Flash,2011-10-02,05:29,Sunday,02,10
Alligator Alley,FL,Triangle,2011-10-02,04:50,Sunday,02,10
Owasso,OK,Light,2011-10-02,01:50,Sunday,02,10
Homestead,FL,Formation,2011-10-01,23:57,Saturday,01,10
Captiva Island,FL,Fireball,2011-10-01,23:30,Saturday,01,10
Conyers,GA,Light,2011-10-01,23:11,Saturday,01,10
Greenville area,SC,Light,2011-10-01,23:00,Saturday,01,10
Fond du Lac (Crooked Lake),WI,Light,2011-10-01,23:00,Saturday,01,10
Bluffton,SC,Chevron,2011-10-01,22:50,Saturday,01,10
McComb,MS,Rectangle,2011-10-01,22:00,Saturday,01,10
Tenino,WA,Light,2011-10-01,21:50,Saturday,01,10
Kansas City,MO,Fireball,2011-10-01,21:43,Saturday,01,10
Kansas City,MO,Fireball,2011-10-01,21:43,Saturday,01,10
Carlsbad,CA,Fireball,2011-10-01,21:20,Saturday,01,10
Hamburg,CA,Light,2011-10-01,21:00,Saturday,01,10
Palatine,IL,Light,2011-10-01,20:30,Saturday,01,10
Cincinnati,OH,Sphere,2011-10-01,20:15,Saturday,01,10
Wilmington,NC,Triangle,2011-10-01,20:00,Saturday,01,10
Goshen,CA,Oval,2011-10-01,16:00,Saturday,01,10
Beaumont,TX,Triangle,2011-10-01,16:00,Saturday,01,10
Clinton,MS,Circle,2011-10-01,13:00,Saturday,01,10
San Benito,TX,Triangle,2011-10-01,06:00,Saturday,01,10
Vancouver,WA,Light,2011-10-01,00:00,Saturday,01,10
Cabot/Lonoke,AR,Circle,2011-10-01,00:00,Saturday,01,10
Greensburg,IN,Triangle,2011-11-30,22:30,Wednesday,30,11
Koshkonong,MO,Disk,2011-11-30,21:20,Wednesday,30,11
Monticello,IN,Other,2011-11-30,20:30,Wednesday,30,11
Tallahasse,FL,Triangle,2011-11-30,20:30,Wednesday,30,11
Elkton,MD,Cigar,2011-11-30,09:30,Wednesday,30,11
Santa Rosa,CA,Light,2011-11-30,08:00,Wednesday,30,11
St. Louis,MO,Flash,2011-11-29,22:42,Tuesday,29,11
Chandler,AZ,Changing,2011-11-29,20:00,Tuesday,29,11
Grass Valley,CA,Chevron,2011-11-29,19:30,Tuesday,29,11
Glendora,CA,Circle,2011-11-29,18:30,Tuesday,29,11
Socorro,NM,Light,2011-11-29,18:30,Tuesday,29,11
Keithville,LA,Triangle,2011-11-29,18:00,Tuesday,29,11
Alameda,CA,Changing,2011-11-29,17:00,Tuesday,29,11
Payson,AZ,Cigar,2011-11-29,16:00,Tuesday,29,11
Golden/Boulder,CO,Sphere,2011-11-29,14:30,Tuesday,29,11
Canby,OR,Flash,2011-11-29,09:30,Tuesday,29,11
Marquette,MI,Light,2011-11-29,03:35,Tuesday,29,11
Austin,TX,Triangle,2011-11-28,21:28,Monday,28,11
Sturgeon Bay,WI,Disk,2011-11-28,21:00,Monday,28,11
Denver,CO,Changing,2011-11-28,17:45,Monday,28,11
Methuen,MA,Diamond,2011-11-28,17:30,Monday,28,11
Troy,NH,Light,2011-11-28,15:50,Monday,28,11
Helena,MT,Oval,2011-11-28,05:45,Monday,28,11
Tyrone,OK,Light,2011-11-28,03:20,Monday,28,11
Santa Monica,CA,Oval,2011-11-28,03:05,Monday,28,11
Madison,WI,Disk,2011-11-27,22:43,Sunday,27,11
Mayer,AZ,Formation,2011-11-27,22:00,Sunday,27,11
Kansas City,MO,Triangle,2011-11-27,21:30,Sunday,27,11
Houston,TX,Other,2011-11-27,20:00,Sunday,27,11
Kayenta,AZ,Oval,2011-11-27,19:13,Sunday,27,11
Huntingtown,MD,Triangle,2011-11-27,18:00,Sunday,27,11
Ephrata,PA,Disk,2011-11-27,08:00,Sunday,27,11
El Monte,CA,Light,2011-11-27,05:45,Sunday,27,11
Holland,PA,Oval,2011-11-27,05:15,Sunday,27,11
New York City (Brooklyn),NY,Circle,2011-11-26,23:15,Saturday,26,11
Layton,UT,Light,2011-11-26,21:00,Saturday,26,11
San Francisco,CA,Sphere,2011-11-26,20:45,Saturday,26,11
Santa Barbara,CA,Disk,2011-11-26,20:45,Saturday,26,11
Vero Beach,FL,Light,2011-11-26,20:30,Saturday,26,11
Charlotte,NC,Fireball,2011-11-26,20:15,Saturday,26,11
Duryea,PA,Triangle,2011-11-26,19:00,Saturday,26,11
Jerseyville,IL,Fireball,2011-11-26,17:05,Saturday,26,11
Auburn,WA,Circle,2011-11-26,11:45,Saturday,26,11
Lyndonville,NY,Circle,2011-11-26,05:15,Saturday,26,11
Gainesville,FL,Circle,2011-11-25,23:30,Friday,25,11
Long Beach,CA,Fireball,2011-11-25,21:55,Friday,25,11
Palmetto Bay,FL,Other,2011-11-25,21:50,Friday,25,11
St. Louis Park,MN,Fireball,2011-11-25,21:30,Friday,25,11
Hermitage,TN,Light,2011-11-25,21:30,Friday,25,11
Waterbury,CT,Fireball,2011-11-25,21:00,Friday,25,11
St. Petersburg Beach,FL,Light,2011-11-25,20:30,Friday,25,11
Chula Vista,CA,Triangle,2011-11-25,19:30,Friday,25,11
Blue Springs,MO,Changing,2011-11-25,19:10,Friday,25,11
Trooper,PA,Circle,2011-11-25,19:00,Friday,25,11
Green Mountain,NC,Sphere,2011-11-25,18:20,Friday,25,11
Loveland,OH,Formation,2011-11-25,18:04,Friday,25,11
Madison Township,OH,Rectangle,2011-11-25,17:45,Friday,25,11
Tualatin,OR,Light,2011-11-25,15:00,Friday,25,11
Louisville,KY,Oval,2011-11-25,04:55,Friday,25,11
Addison,IL,Oval,2011-11-24,21:33,Thursday,24,11
Madison,MS,Triangle,2011-11-24,21:00,Thursday,24,11
Pearl,IL,Sphere,2011-11-24,21:00,Thursday,24,11
Lathrop,CA,Light,2011-11-24,20:45,Thursday,24,11
Reading,PA,Fireball,2011-11-24,20:45,Thursday,24,11
Raleigh,NC,Circle,2011-11-24,20:30,Thursday,24,11
San Diego,CA,Light,2011-11-24,20:29,Thursday,24,11
Riverside,NJ,Fireball,2011-11-24,19:50,Thursday,24,11
Isle of Palms,SC,Triangle,2011-11-24,19:00,Thursday,24,11
Slingerlands,NY,Circle,2011-11-24,19:00,Thursday,24,11
Saratoga Springs,NY,Fireball,2011-11-24,18:30,Thursday,24,11
Kernersville,NC,Light,2011-11-24,18:30,Thursday,24,11
Roseburg,OR,Light,2011-11-24,18:25,Thursday,24,11
Branson,MO,Light,2011-11-24,18:00,Thursday,24,11
Orlando,FL,Fireball,2011-11-24,18:00,Thursday,24,11
San Jose,CA,Sphere,2011-11-24,18:00,Thursday,24,11
Phoenix,AZ,Triangle,2011-11-24,17:30,Thursday,24,11
Waterbury,CT,Diamond,2011-11-24,16:45,Thursday,24,11
Shell Lake,WI,Circle,2011-11-24,08:01,Thursday,24,11
Eugene,OR,Light,2011-11-24,05:55,Thursday,24,11
Boston (northwest of),MA,Light,2011-11-24,01:00,Thursday,24,11
Laguna Hills,CA,Triangle,2011-11-24,00:01,Thursday,24,11
Hialeah,FL,Diamond,2011-11-23,23:00,Wednesday,23,11
Republic,WA,Circle,2011-11-23,23:00,Wednesday,23,11
Charleston,WV,Triangle,2011-11-23,22:45,Wednesday,23,11
Goodyear,AZ,Fireball,2011-11-23,21:35,Wednesday,23,11
Stratham,NH,Fireball,2011-11-23,21:15,Wednesday,23,11
Newark,OH,Triangle,2011-11-23,20:05,Wednesday,23,11
Exeter,NH,Diamond,2011-11-23,15:30,Wednesday,23,11
Belton,MO,Sphere,2011-11-23,12:45,Wednesday,23,11
Bridgewater,NJ,Other,2011-11-23,12:35,Wednesday,23,11
Anchorage,AK,Circle,2011-11-23,11:00,Wednesday,23,11
Independence,MO,Light,2011-11-23,01:45,Wednesday,23,11
Geoje Island (South Korea),CA,Fireball,2011-11-23,01:32,Wednesday,23,11
Gig Harbor,WA,Circle,2011-11-23,00:00,Wednesday,23,11
East Durham,NY,Triangle,2011-11-22,19:00,Tuesday,22,11
Novato,CA,Light,2011-11-22,18:00,Tuesday,22,11
Lake Havasu City,AZ,Changing,2011-11-22,18:00,Tuesday,22,11
Lomita,CA,Triangle,2011-11-22,18:00,Tuesday,22,11
Fresno,CA,Sphere,2011-11-22,17:22,Tuesday,22,11
Sharpsburg,GA,Light,2011-11-22,03:45,Tuesday,22,11
Northampton,MA,Diamond,2011-11-22,00:00,Tuesday,22,11
Easton,PA,Rectangle,2011-11-21,19:30,Monday,21,11
San Bernardino,CA,Fireball,2011-11-21,18:30,Monday,21,11
Palm Desert,CA,Triangle,2011-11-21,16:30,Monday,21,11
Visalia,CA,Fireball,2011-11-21,13:00,Monday,21,11
Wildomar,CA,Light,2011-11-20,22:00,Sunday,20,11
Yakima,WA,Light,2011-11-20,21:40,Sunday,20,11
Rescue,CA,Triangle,2011-11-20,20:30,Sunday,20,11
Goldsboro,NC,Circle,2011-11-20,19:26,Sunday,20,11
Sedro Woolley,WA,Disk,2011-11-20,03:20,Sunday,20,11
Lopatcong,NJ,Light,2011-11-20,00:24,Sunday,20,11
Stafford,VA,Other,2011-11-19,22:30,Saturday,19,11
Midland,TX,Light,2011-11-19,21:45,Saturday,19,11
Gravette,AR,Flash,2011-11-19,21:30,Saturday,19,11
Newnan,GA,Fireball,2011-11-19,18:35,Saturday,19,11
Mckeesport,PA,Cigar,2011-11-19,11:15,Saturday,19,11
Chester,CT,Fireball,2011-11-19,10:50,Saturday,19,11
Spotsylvania,VA,Diamond,2011-11-19,10:00,Saturday,19,11
Alma,WI,Light,2011-11-19,06:05,Saturday,19,11
Plainfield,IL,Triangle,2011-11-19,00:05,Saturday,19,11
Zanesville,OH,Triangle,2011-11-18,22:30,Friday,18,11
Mattawan,MI,Fireball,2011-11-18,21:36,Friday,18,11
Oscoda,MI,Fireball,2011-11-18,21:00,Friday,18,11
Fayetteville,GA,Flash,2011-11-18,20:18,Friday,18,11
Woonsocket,RI,Circle,2011-11-18,20:00,Friday,18,11
Champion Heights,OH,Light,2011-11-18,19:40,Friday,18,11
Albuquerque,NM,Light,2011-11-18,19:00,Friday,18,11
Asheville,NC,Cigar,2011-11-18,19:00,Friday,18,11
Saint Marys,WV,Light,2011-11-18,06:50,Friday,18,11
Delaware,OH,Sphere,2011-11-18,04:38,Friday,18,11
Brandon,FL,Other,2011-11-18,00:30,Friday,18,11
Houston,TX,Other,2011-11-17,23:00,Thursday,17,11
Monee,IL,Triangle,2011-11-17,22:00,Thursday,17,11
Ridgefield,WA,Triangle,2011-11-17,21:00,Thursday,17,11
East Stroudsburg,PA,Cigar,2011-11-17,20:15,Thursday,17,11
Falcon,CO,Other,2011-11-17,20:10,Thursday,17,11
Bennington,IN,Fireball,2011-11-17,19:30,Thursday,17,11
Lake Havasu City,AZ,Changing,2011-11-17,18:45,Thursday,17,11
Pink,OK,Triangle,2011-11-17,18:45,Thursday,17,11
Ekron,KY,Disk,2011-11-17,18:38,Thursday,17,11
Champion,OH,Triangle,2011-11-17,18:00,Thursday,17,11
Champion,OH,Triangle,2011-11-17,18:00,Thursday,17,11
Kite,KY,Other,2011-11-17,17:23,Thursday,17,11
Phoenix,AZ,Sphere,2011-11-17,16:30,Thursday,17,11
Knoxville,TN,Disk,2011-11-17,15:30,Thursday,17,11
Dallas,TX,Fireball,2011-11-17,08:00,Thursday,17,11
Pittsburg,CA,Flash,2011-11-16,23:00,Wednesday,16,11
Haughton,LA,Sphere,2011-11-16,21:00,Wednesday,16,11
Morris,IL,Triangle,2011-11-16,21:00,Wednesday,16,11
Sisters,OR,Flash,2011-11-16,20:30,Wednesday,16,11
Sacramento,CA,Light,2011-11-16,20:30,Wednesday,16,11
Irvington,AL,Circle,2011-11-16,20:00,Wednesday,16,11
Freeport,IL,Triangle,2011-11-16,19:45,Wednesday,16,11
Madera,CA,Other,2011-11-16,19:30,Wednesday,16,11
Norman,OK,Light,2011-11-16,19:00,Wednesday,16,11
Cedar City,UT,Formation,2011-11-16,18:30,Wednesday,16,11
Cedar City,UT,Flash,2011-11-16,18:28,Wednesday,16,11
Berlin,WI,Circle,2011-11-16,18:00,Wednesday,16,11
Monument Valley,UT,Oval,2011-11-16,18:00,Wednesday,16,11
Greenehaven,AZ,Other,2011-11-16,18:00,Wednesday,16,11
Mauston (in country),WI,Circle,2011-11-16,17:20,Wednesday,16,11
Springfield,OH,Light,2011-11-16,16:00,Wednesday,16,11
Irvington,AL,Circle,2011-11-16,08:00,Wednesday,16,11
San Bernardino,CA,Light,2011-11-16,05:38,Wednesday,16,11
Loxahatchee,FL,Fireball,2011-11-16,04:09,Wednesday,16,11
Perth Amboy,NJ,Light,2011-11-15,21:45,Tuesday,15,11
Watertown,NY,Triangle,2011-11-15,21:30,Tuesday,15,11
Appleton,WI,Circle,2011-11-15,21:30,Tuesday,15,11
St. Petersburg,FL,Fireball,2011-11-15,21:00,Tuesday,15,11
Maple Valley,WA,Oval,2011-11-15,21:00,Tuesday,15,11
Oroville,CA,Light,2011-11-15,20:45,Tuesday,15,11
Ferndale,WA,Sphere,2011-11-15,20:00,Tuesday,15,11
Sunny Isles Beach,FL,Sphere,2011-11-15,20:00,Tuesday,15,11
Washougal (nearest),WA,Other,2011-11-15,19:42,Tuesday,15,11
Seattle,WA,Sphere,2011-11-15,19:35,Tuesday,15,11
Kent,WA,Fireball,2011-11-15,19:32,Tuesday,15,11
O'Fallon,MO,Triangle,2011-11-15,19:00,Tuesday,15,11
Spokane,WA,Formation,2011-11-15,19:00,Tuesday,15,11
Neenah,WI,Triangle,2011-11-15,18:32,Tuesday,15,11
Brentwood,NH,Circle,2011-11-15,17:43,Tuesday,15,11
Parma,OH,Cigar,2011-11-15,17:30,Tuesday,15,11
Petersburg,VA,Rectangle,2011-11-15,16:00,Tuesday,15,11
Harrisburg,PA,Sphere,2011-11-15,00:30,Tuesday,15,11
Fort Wayne,IN,Formation,2011-11-14,21:00,Monday,14,11
Friendship,WI,Formation,2011-11-14,21:00,Monday,14,11
Seattle,WA,Fireball,2011-11-14,20:05,Monday,14,11
Fountain Hills,AZ,Light,2011-11-14,20:00,Monday,14,11
Gainesville,FL,Light,2011-11-14,19:15,Monday,14,11
Green River,WY,Triangle,2011-11-14,18:50,Monday,14,11
San Bernardino,CA,Light,2011-11-14,18:50,Monday,14,11
Lafayette,IA,Light,2011-11-14,18:05,Monday,14,11
Kansas City,MO,Oval,2011-11-14,17:40,Monday,14,11
Wautoma,WI,Fireball,2011-11-14,15:08,Monday,14,11
San Fransisco,CA,Other,2011-11-14,14:07,Monday,14,11
Covington,WA,Sphere,2011-11-13,23:30,Sunday,13,11
Crandall,TX,Disk,2011-11-13,21:45,Sunday,13,11
Chesterfield,MO,Circle,2011-11-13,21:20,Sunday,13,11
Goose Creek,SC,Fireball,2011-11-13,21:00,Sunday,13,11
Uniondale,NY,Other,2011-11-13,20:00,Sunday,13,11
Ross,OH,Light,2011-11-13,20:00,Sunday,13,11
Akron,OH,Fireball,2011-11-13,18:30,Sunday,13,11
Moriches bay area,NY,Sphere,2011-11-13,17:30,Sunday,13,11
Savannah,GA,Sphere,2011-11-12,23:30,Saturday,12,11
Mechanicsburg,PA,Fireball,2011-11-12,22:15,Saturday,12,11
Canton,MA,Light,2011-11-12,21:20,Saturday,12,11
Whittier (viewed from),CA,Changing,2011-11-12,20:00,Saturday,12,11
Portsmouth,NH,Sphere,2011-11-12,20:00,Saturday,12,11
St. Petersburg,FL,Sphere,2011-11-12,19:20,Saturday,12,11
Uniondale,NY,Circle,2011-11-12,19:00,Saturday,12,11
Hanover,MA,Sphere,2011-11-12,19:00,Saturday,12,11
Fort Lauderdale,FL,Circle,2011-11-12,18:30,Saturday,12,11
Rancho Cucamonga,CA,Light,2011-11-12,18:26,Saturday,12,11
Milford,NE,Cylinder,2011-11-12,18:00,Saturday,12,11
Harrisonburg,VA,Sphere,2011-11-12,17:00,Saturday,12,11
Akron,OH,Sphere,2011-11-12,13:00,Saturday,12,11
Chandler,AZ,Rectangle,2011-11-12,11:50,Saturday,12,11
Bethlehem,PA,Light,2011-11-12,05:53,Saturday,12,11
Dixon,IL,Light,2011-11-12,05:30,Saturday,12,11
Albany,NY,Circle,2011-11-11,23:23,Friday,11,11
Osceola,AR,Disk,2011-11-11,23:15,Friday,11,11
Cromwell,CT,Light,2011-11-11,22:55,Friday,11,11
Fremont,IN,Cylinder,2011-11-11,22:30,Friday,11,11
Duluth,MN,Formation,2011-11-11,22:30,Friday,11,11
Cumberland,MD,Other,2011-11-11,20:45,Friday,11,11
Concord/Harrisburg,NC,Light,2011-11-11,20:45,Friday,11,11
Harbor City,CA,Triangle,2011-11-11,20:15,Friday,11,11
Fairbanks,AK,Circle,2011-11-11,20:10,Friday,11,11
Dover,DE,Triangle,2011-11-11,20:00,Friday,11,11
Greensboro,NC,Oval,2011-11-11,18:05,Friday,11,11
Austin,TX,Oval,2011-11-11,11:53,Friday,11,11
Nasau Bay,TX,Light,2011-11-11,11:00,Friday,11,11
Cincinnati,OH,Circle,2011-11-11,10:18,Friday,11,11
Seattle,WA,Light,2011-11-11,03:30,Friday,11,11
Barry Township,PA,Triangle,2011-11-11,01:00,Friday,11,11
Frisco,TX,Light,2011-11-10,21:30,Thursday,10,11
Galivants Ferry,SC,Light,2011-11-10,21:00,Thursday,10,11
Stockbridge,GA,Formation,2011-11-10,21:00,Thursday,10,11
Minneapolis,MN,Sphere,2011-11-10,20:30,Thursday,10,11
Gig Harbor,WA,Circle,2011-11-10,17:30,Thursday,10,11
Canyon Lake,CA,Fireball,2011-11-10,17:05,Thursday,10,11
Sarasota,FL,Triangle,2011-11-10,01:00,Thursday,10,11
Umatilla,FL,Disk,2011-11-09,23:00,Wednesday,09,11
Hobart,WA,Light,2011-11-09,22:30,Wednesday,09,11
Big Sky,MT,Other,2011-11-09,19:40,Wednesday,09,11
Columbia,SC,Circle,2011-11-09,19:00,Wednesday,09,11
Blacksburg,VA,Oval,2011-11-09,19:00,Wednesday,09,11
Olympia,WA,Fireball,2011-11-09,18:45,Wednesday,09,11
Arvada,CO,Triangle,2011-11-09,18:40,Wednesday,09,11
San Pedro,CA,Sphere,2011-11-09,17:45,Wednesday,09,11
Phoenix,AZ,Light,2011-11-09,17:00,Wednesday,09,11
Moncks Corner,SC,Formation,2011-11-09,06:00,Wednesday,09,11
Albany,OR,Circle,2011-11-09,04:30,Wednesday,09,11
Morganton,NC,Circle,2011-11-08,23:00,Tuesday,08,11
Freeport,ME,Light,2011-11-08,22:00,Tuesday,08,11
Andreas,PA,Sphere,2011-11-08,22:00,Tuesday,08,11
Lebanon,ME,Cigar,2011-11-08,21:00,Tuesday,08,11
Davidsonville,MD,Triangle,2011-11-08,20:30,Tuesday,08,11
Newalla,OK,Triangle,2011-11-08,20:00,Tuesday,08,11
Monroe,NC,Light,2011-11-08,19:00,Tuesday,08,11
Wickenburg,AZ,Triangle,2011-11-08,19:00,Tuesday,08,11
Terre Haute,IN,Fireball,2011-11-08,18:30,Tuesday,08,11
Duncan,AZ,Light,2011-11-08,18:30,Tuesday,08,11
Bellevue,WA,Other,2011-11-08,16:40,Tuesday,08,11
Pinnacle,NC,Light,2011-11-08,00:00,Tuesday,08,11
Grove City,OH,Triangle,2011-11-07,23:15,Monday,07,11
Johnson City,TN,Light,2011-11-07,23:00,Monday,07,11
Laurens,SC,Triangle,2011-11-07,19:00,Monday,07,11
Tyrone,PA,Sphere,2011-11-07,19:00,Monday,07,11
Sebastopol,CA,Fireball,2011-11-07,18:30,Monday,07,11
Pleasanton,TX,Circle,2011-11-07,17:30,Monday,07,11
Leland,NC,Circle,2011-11-07,16:30,Monday,07,11
Brick,NJ,Circle,2011-11-07,16:00,Monday,07,11
Savannah,GA,Light,2011-11-07,11:10,Monday,07,11
Alpine,TX,Triangle,2011-11-07,10:30,Monday,07,11
Columbus,OH,Disk,2011-11-07,08:58,Monday,07,11
Poland,OH,Flash,2011-11-07,00:30,Monday,07,11
Yukon,OK,Disk,2011-11-07,00:00,Monday,07,11
Annapolis,MD,Light,2011-11-06,23:40,Sunday,06,11
Morganton,NC,Light,2011-11-06,23:00,Sunday,06,11
Farmington,NH,Light,2011-11-06,22:57,Sunday,06,11
Greer,SC,Changing,2011-11-06,22:30,Sunday,06,11
Portland,OR,Formation,2011-11-06,20:30,Sunday,06,11
Crossville,TN,Circle,2011-11-06,19:30,Sunday,06,11
Frankfort,KY,Chevron,2011-11-06,19:00,Sunday,06,11
Rohnert Park,CA,Fireball,2011-11-06,18:35,Sunday,06,11
Harrisburg,PA,Light,2011-11-06,18:35,Sunday,06,11
Branchdale,PA,Formation,2011-11-06,18:17,Sunday,06,11
Columbus,OH,Sphere,2011-11-06,18:02,Sunday,06,11
Brewster,MA,Light,2011-11-06,18:00,Sunday,06,11
Knoxville,TN,Other,2011-11-06,17:40,Sunday,06,11
Orchard Park,NY,Disk,2011-11-06,14:00,Sunday,06,11
MacDill AFB,FL,Circle,2011-11-06,14:00,Sunday,06,11
West Long Branch,NJ,Rectangle,2011-11-06,13:00,Sunday,06,11
